chap_num,para_num,sent_num,token_num,token_str
1,0,0,0,The
1,0,0,1,family
1,0,0,2,of
1,0,0,3,Dashwood
1,0,0,4,had
1,0,0,5,long
1,0,0,6,been
1,0,0,7,settled
1,0,0,8,in
1,0,0,9,Sussex
1,0,1,0,Their
1,0,1,1,estate
1,0,1,2,was
1,0,1,3,large
1,0,1,4,and
1,0,1,5,their
1,0,1,6,residence
1,0,1,7,was
1,0,1,8,at
1,0,1,9,Norland
1,0,1,10,Park
1,0,1,11,in
1,0,1,12,the
1,0,1,13,centre
1,0,1,14,of
1,0,1,15,their
1,0,1,16,property
1,0,1,17,where
1,0,1,18,for
1,0,1,19,many
1,0,1,20,generations
1,0,1,21,they
1,0,1,22,had
1,0,1,23,lived
1,0,1,24,in
1,0,1,25,so
1,0,1,26,respectable
1,0,1,27,a
1,0,1,28,manner
1,0,1,29,as
1,0,1,30,to
1,0,1,31,engage
1,0,1,32,the
1,0,1,33,general
1,0,1,34,good
1,0,1,35,opinion
1,0,1,36,of
1,0,1,37,their
1,0,1,38,surrounding
1,0,1,39,acquaintance
1,0,2,0,The
1,0,2,1,late
1,0,2,2,owner
1,0,2,3,of
1,0,2,4,this
1,0,2,5,estate
1,0,2,6,was
1,0,2,7,a
1,0,2,8,single
1,0,2,9,man
1,0,2,10,who
1,0,2,11,lived
1,0,2,12,to
1,0,2,13,a
1,0,2,14,very
1,0,2,15,advanced
1,0,2,16,age
1,0,2,17,and
1,0,2,18,who
1,0,2,19,for
1,0,2,20,many
1,0,2,21,years
1,0,2,22,of
1,0,2,23,his
1,0,2,24,life
1,0,2,25,had
1,0,2,26,a
1,0,2,27,constant
1,0,2,28,companion
1,0,2,29,and
1,0,2,30,housekeeper
1,0,2,31,in
1,0,2,32,his
1,0,2,33,sister
1,0,3,0,But
1,0,3,1,her
1,0,3,2,death
1,0,3,3,which
1,0,3,4,happened
1,0,3,5,ten
1,0,3,6,years
1,0,3,7,before
1,0,3,8,his
1,0,3,9,own
1,0,3,10,produced
1,0,3,11,a
1,0,3,12,great
1,0,3,13,alteration
1,0,3,14,in
1,0,3,15,his
1,0,3,16,home
1,0,4,0,for
1,0,4,1,to
1,0,4,2,supply
1,0,4,3,her
1,0,4,4,loss
1,0,4,5,he
1,0,4,6,invited
1,0,4,7,and
1,0,4,8,received
1,0,4,9,into
1,0,4,10,his
1,0,4,11,house
1,0,4,12,the
1,0,4,13,family
1,0,4,14,of
1,0,4,15,his
1,0,4,16,nephew
1,0,4,17,Mr
1,0,5,0,Henry
1,0,5,1,Dashwood
1,0,5,2,the
1,0,5,3,legal
1,0,5,4,inheritor
1,0,5,5,of
1,0,5,6,the
1,0,5,7,Norland
1,0,5,8,estate
1,0,5,9,and
1,0,5,10,the
1,0,5,11,person
1,0,5,12,to
1,0,5,13,whom
1,0,5,14,he
1,0,5,15,intended
1,0,5,16,to
1,0,5,17,bequeath
1,0,5,18,it
1,0,6,0,In
1,0,6,1,the
1,0,6,2,society
1,0,6,3,of
1,0,6,4,his
1,0,6,5,nephew
1,0,6,6,and
1,0,6,7,niece
1,0,6,8,and
1,0,6,9,their
1,0,6,10,children
1,0,6,11,the
1,0,6,12,old
1,0,6,13,Gentleman
1,0,6,14,s
1,0,6,15,days
1,0,6,16,were
1,0,6,17,comfortably
1,0,6,18,spent
1,0,7,0,His
1,0,7,1,attachment
1,0,7,2,to
1,0,7,3,them
1,0,7,4,all
1,0,7,5,increased
1,0,8,0,The
1,0,8,1,constant
1,0,8,2,attention
1,0,8,3,of
1,0,8,4,Mr
1,0,9,0,and
1,0,9,1,Mrs
1,0,10,0,Henry
1,0,10,1,Dashwood
1,0,10,2,to
1,0,10,3,his
1,0,10,4,wishes
1,0,10,5,which
1,0,10,6,proceeded
1,0,10,7,not
1,0,10,8,merely
1,0,10,9,from
1,0,10,10,interest
1,0,10,11,but
1,0,10,12,from
1,0,10,13,goodness
1,0,10,14,of
1,0,10,15,heart
1,0,10,16,gave
1,0,10,17,him
1,0,10,18,every
1,0,10,19,degree
1,0,10,20,of
1,0,10,21,solid
1,0,10,22,comfort
1,0,10,23,which
1,0,10,24,his
1,0,10,25,age
1,0,10,26,could
1,0,10,27,receive
1,0,11,0,and
1,0,11,1,the
1,0,11,2,cheerfulness
1,0,11,3,of
1,0,11,4,the
1,0,11,5,children
1,0,11,6,added
1,0,11,7,a
1,0,11,8,relish
1,0,11,9,to
1,0,11,10,his
1,0,11,11,existence
1,1,0,0,By
1,1,0,1,a
1,1,0,2,former
1,1,0,3,marriage
1,1,0,4,Mr
1,1,1,0,Henry
1,1,1,1,Dashwood
1,1,1,2,had
1,1,1,3,one
1,1,1,4,son
1,1,2,0,by
1,1,2,1,his
1,1,2,2,present
1,1,2,3,lady
1,1,2,4,three
1,1,2,5,daughters
1,1,3,0,The
1,1,3,1,son
1,1,3,2,a
1,1,3,3,steady
1,1,3,4,respectable
1,1,3,5,young
1,1,3,6,man
1,1,3,7,was
1,1,3,8,amply
1,1,3,9,provided
1,1,3,10,for
1,1,3,11,by
1,1,3,12,the
1,1,3,13,fortune
1,1,3,14,of
1,1,3,15,his
1,1,3,16,mother
1,1,3,17,which
1,1,3,18,had
1,1,3,19,been
1,1,3,20,large
1,1,3,21,and
1,1,3,22,half
1,1,3,23,of
1,1,3,24,which
1,1,3,25,devolved
1,1,3,26,on
1,1,3,27,him
1,1,3,28,on
1,1,3,29,his
1,1,3,30,coming
1,1,3,31,of
1,1,3,32,age
1,1,4,0,By
1,1,4,1,his
1,1,4,2,own
1,1,4,3,marriage
1,1,4,4,likewise
1,1,4,5,which
1,1,4,6,happened
1,1,4,7,soon
1,1,4,8,afterwards
1,1,4,9,he
1,1,4,10,added
1,1,4,11,to
1,1,4,12,his
1,1,4,13,wealth
1,1,5,0,To
1,1,5,1,him
1,1,5,2,therefore
1,1,5,3,the
1,1,5,4,succession
1,1,5,5,to
1,1,5,6,the
1,1,5,7,Norland
1,1,5,8,estate
1,1,5,9,was
1,1,5,10,not
1,1,5,11,so
1,1,5,12,really
1,1,5,13,important
1,1,5,14,as
1,1,5,15,to
1,1,5,16,his
1,1,5,17,sisters
1,1,6,0,for
1,1,6,1,their
1,1,6,2,fortune
1,1,6,3,independent
1,1,6,4,of
1,1,6,5,what
1,1,6,6,might
1,1,6,7,arise
1,1,6,8,to
1,1,6,9,them
1,1,6,10,from
1,1,6,11,their
1,1,6,12,father
1,1,6,13,s
1,1,6,14,inheriting
1,1,6,15,that
1,1,6,16,property
1,1,6,17,could
1,1,6,18,be
1,1,6,19,but
1,1,6,20,small
1,1,7,0,Their
1,1,7,1,mother
1,1,7,2,had
1,1,7,3,nothing
1,1,7,4,and
1,1,7,5,their
1,1,7,6,father
1,1,7,7,only
1,1,7,8,seven
1,1,7,9,thousand
1,1,7,10,pounds
1,1,7,11,in
1,1,7,12,his
1,1,7,13,own
1,1,7,14,disposal
1,1,8,0,for
1,1,8,1,the
1,1,8,2,remaining
1,1,8,3,moiety
1,1,8,4,of
1,1,8,5,his
1,1,8,6,first
1,1,8,7,wife
1,1,8,8,s
1,1,8,9,fortune
1,1,8,10,was
1,1,8,11,also
1,1,8,12,secured
1,1,8,13,to
1,1,8,14,her
1,1,8,15,child
1,1,8,16,and
1,1,8,17,he
1,1,8,18,had
1,1,8,19,only
1,1,8,20,a
1,1,8,21,life
1,1,8,22,interest
1,1,8,23,in
1,1,8,24,it
1,2,0,0,The
1,2,0,1,old
1,2,0,2,gentleman
1,2,0,3,died
1,2,1,0,his
1,2,1,1,will
1,2,1,2,was
1,2,1,3,read
1,2,1,4,and
1,2,1,5,like
1,2,1,6,almost
1,2,1,7,every
1,2,1,8,other
1,2,1,9,will
1,2,1,10,gave
1,2,1,11,as
1,2,1,12,much
1,2,1,13,disappointment
1,2,1,14,as
1,2,1,15,pleasure
1,2,2,0,He
1,2,2,1,was
1,2,2,2,neither
1,2,2,3,so
1,2,2,4,unjust
1,2,2,5,nor
1,2,2,6,so
1,2,2,7,ungrateful
1,2,2,8,as
1,2,2,9,to
1,2,2,10,leave
1,2,2,11,his
1,2,2,12,estate
1,2,2,13,from
1,2,2,14,his
1,2,2,15,nephew
1,2,3,0,
1,2,3,1,but
1,2,3,2,he
1,2,3,3,left
1,2,3,4,it
1,2,3,5,to
1,2,3,6,him
1,2,3,7,on
1,2,3,8,such
1,2,3,9,terms
1,2,3,10,as
1,2,3,11,destroyed
1,2,3,12,half
1,2,3,13,the
1,2,3,14,value
1,2,3,15,of
1,2,3,16,the
1,2,3,17,bequest
1,2,4,0,Mr
1,2,5,0,Dashwood
1,2,5,1,had
1,2,5,2,wished
1,2,5,3,for
1,2,5,4,it
1,2,5,5,more
1,2,5,6,for
1,2,5,7,the
1,2,5,8,sake
1,2,5,9,of
1,2,5,10,his
1,2,5,11,wife
1,2,5,12,and
1,2,5,13,daughters
1,2,5,14,than
1,2,5,15,for
1,2,5,16,himself
1,2,5,17,or
1,2,5,18,his
1,2,5,19,son
1,2,6,0,
1,2,6,1,but
1,2,6,2,to
1,2,6,3,his
1,2,6,4,son
1,2,6,5,and
1,2,6,6,his
1,2,6,7,son
1,2,6,8,s
1,2,6,9,son
1,2,6,10,a
1,2,6,11,child
1,2,6,12,of
1,2,6,13,four
1,2,6,14,years
1,2,6,15,old
1,2,6,16,it
1,2,6,17,was
1,2,6,18,secured
1,2,6,19,in
1,2,6,20,such
1,2,6,21,a
1,2,6,22,way
1,2,6,23,as
1,2,6,24,to
1,2,6,25,leave
1,2,6,26,to
1,2,6,27,himself
1,2,6,28,no
1,2,6,29,power
1,2,6,30,of
1,2,6,31,providing
1,2,6,32,for
1,2,6,33,those
1,2,6,34,who
1,2,6,35,were
1,2,6,36,most
1,2,6,37,dear
1,2,6,38,to
1,2,6,39,him
1,2,6,40,and
1,2,6,41,who
1,2,6,42,most
1,2,6,43,needed
1,2,6,44,a
1,2,6,45,provision
1,2,6,46,by
1,2,6,47,any
1,2,6,48,charge
1,2,6,49,on
1,2,6,50,the
1,2,6,51,estate
1,2,6,52,or
1,2,6,53,by
1,2,6,54,any
1,2,6,55,sale
1,2,6,56,of
1,2,6,57,its
1,2,6,58,valuable
1,2,6,59,woods
1,2,7,0,The
1,2,7,1,whole
1,2,7,2,was
1,2,7,3,tied
1,2,7,4,up
1,2,7,5,for
1,2,7,6,the
1,2,7,7,benefit
1,2,7,8,of
1,2,7,9,this
1,2,7,10,child
1,2,7,11,who
1,2,7,12,in
1,2,7,13,occasional
1,2,7,14,visits
1,2,7,15,with
1,2,7,16,his
1,2,7,17,father
1,2,7,18,and
1,2,7,19,mother
1,2,7,20,at
1,2,7,21,Norland
1,2,7,22,had
1,2,7,23,so
1,2,7,24,far
1,2,7,25,gained
1,2,7,26,on
1,2,7,27,the
1,2,7,28,affections
1,2,7,29,of
1,2,7,30,his
1,2,7,31,uncle
1,2,7,32,by
1,2,7,33,such
1,2,7,34,attractions
1,2,7,35,as
1,2,7,36,are
1,2,7,37,by
1,2,7,38,no
1,2,7,39,means
1,2,7,40,unusual
1,2,7,41,in
1,2,7,42,children
1,2,7,43,of
1,2,7,44,two
1,2,7,45,or
1,2,7,46,three
1,2,7,47,years
1,2,7,48,old
1,2,8,0,an
1,2,8,1,imperfect
1,2,8,2,articulation
1,2,8,3,an
1,2,8,4,earnest
1,2,8,5,desire
1,2,8,6,of
1,2,8,7,having
1,2,8,8,his
1,2,8,9,own
1,2,8,10,way
1,2,8,11,many
1,2,8,12,cunning
1,2,8,13,tricks
1,2,8,14,and
1,2,8,15,a
1,2,8,16,great
1,2,8,17,deal
1,2,8,18,of
1,2,8,19,noise
1,2,8,20,as
1,2,8,21,to
1,2,8,22,outweigh
1,2,8,23,all
1,2,8,24,the
1,2,8,25,value
1,2,8,26,of
1,2,8,27,all
1,2,8,28,the
1,2,8,29,attention
1,2,8,30,which
1,2,8,31,for
1,2,8,32,years
1,2,8,33,he
1,2,8,34,had
1,2,8,35,received
1,2,8,36,from
1,2,8,37,his
1,2,8,38,niece
1,2,8,39,and
1,2,8,40,her
1,2,8,41,daughters
1,2,9,0,He
1,2,9,1,meant
1,2,9,2,not
1,2,9,3,to
1,2,9,4,be
1,2,9,5,unkind
1,2,9,6,however
1,2,9,7,and
1,2,9,8,as
1,2,9,9,a
1,2,9,10,mark
1,2,9,11,of
1,2,9,12,his
1,2,9,13,affection
1,2,9,14,for
1,2,9,15,the
1,2,9,16,three
1,2,9,17,girls
1,2,9,18,he
1,2,9,19,left
1,2,9,20,them
1,2,9,21,a
1,2,9,22,thousand
1,2,9,23,pounds
1,2,9,24,a
1,2,9,25,piece
1,3,0,0,Mr
1,3,1,0,Dashwood
1,3,1,1,s
1,3,1,2,disappointment
1,3,1,3,was
1,3,1,4,at
1,3,1,5,first
1,3,1,6,severe
1,3,2,0,but
1,3,2,1,his
1,3,2,2,temper
1,3,2,3,was
1,3,2,4,cheerful
1,3,2,5,and
1,3,2,6,sanguine
1,3,3,0,and
1,3,3,1,he
1,3,3,2,might
1,3,3,3,reasonably
1,3,3,4,hope
1,3,3,5,to
1,3,3,6,live
1,3,3,7,many
1,3,3,8,years
1,3,3,9,and
1,3,3,10,by
1,3,3,11,living
1,3,3,12,economically
1,3,3,13,lay
1,3,3,14,by
1,3,3,15,a
1,3,3,16,considerable
1,3,3,17,sum
1,3,3,18,from
1,3,3,19,the
1,3,3,20,produce
1,3,3,21,of
1,3,3,22,an
1,3,3,23,estate
1,3,3,24,already
1,3,3,25,large
1,3,3,26,and
1,3,3,27,capable
1,3,3,28,of
1,3,3,29,almost
1,3,3,30,immediate
1,3,3,31,improvement
1,3,4,0,But
1,3,4,1,the
1,3,4,2,fortune
1,3,4,3,which
1,3,4,4,had
1,3,4,5,been
1,3,4,6,so
1,3,4,7,tardy
1,3,4,8,in
1,3,4,9,coming
1,3,4,10,was
1,3,4,11,his
1,3,4,12,only
1,3,4,13,one
1,3,4,14,twelvemonth
1,3,5,0,He
1,3,5,1,survived
1,3,5,2,his
1,3,5,3,uncle
1,3,5,4,no
1,3,5,5,longer
1,3,6,0,and
1,3,6,1,ten
1,3,6,2,thousand
1,3,6,3,pounds
1,3,6,4,including
1,3,6,5,the
1,3,6,6,late
1,3,6,7,legacies
1,3,6,8,was
1,3,6,9,all
1,3,6,10,that
1,3,6,11,remained
1,3,6,12,for
1,3,6,13,his
1,3,6,14,widow
1,3,6,15,and
1,3,6,16,daughters
1,4,0,0,His
1,4,0,1,son
1,4,0,2,was
1,4,0,3,sent
1,4,0,4,for
1,4,0,5,as
1,4,0,6,soon
1,4,0,7,as
1,4,0,8,his
1,4,0,9,danger
1,4,0,10,was
1,4,0,11,known
1,4,0,12,and
1,4,0,13,to
1,4,0,14,him
1,4,0,15,Mr
1,4,1,0,Dashwood
1,4,1,1,recommended
1,4,1,2,with
1,4,1,3,all
1,4,1,4,the
1,4,1,5,strength
1,4,1,6,and
1,4,1,7,urgency
1,4,1,8,which
1,4,1,9,illness
1,4,1,10,could
1,4,1,11,command
1,4,1,12,the
1,4,1,13,interest
1,4,1,14,of
1,4,1,15,his
1,4,1,16,mother
1,4,1,17,in
1,4,1,18,law
1,4,1,19,and
1,4,1,20,sisters
1,5,0,0,Mr
1,5,1,0,John
1,5,1,1,Dashwood
1,5,1,2,had
1,5,1,3,not
1,5,1,4,the
1,5,1,5,strong
1,5,1,6,feelings
1,5,1,7,of
1,5,1,8,the
1,5,1,9,rest
1,5,1,10,of
1,5,1,11,the
1,5,1,12,family
1,5,2,0,but
1,5,2,1,he
1,5,2,2,was
1,5,2,3,affected
1,5,2,4,by
1,5,2,5,a
1,5,2,6,recommendation
1,5,2,7,of
1,5,2,8,such
1,5,2,9,a
1,5,2,10,nature
1,5,2,11,at
1,5,2,12,such
1,5,2,13,a
1,5,2,14,time
1,5,2,15,and
1,5,2,16,he
1,5,2,17,promised
1,5,2,18,to
1,5,2,19,do
1,5,2,20,every
1,5,2,21,thing
1,5,2,22,in
1,5,2,23,his
1,5,2,24,power
1,5,2,25,to
1,5,2,26,make
1,5,2,27,them
1,5,2,28,comfortable
1,5,3,0,His
1,5,3,1,father
1,5,3,2,was
1,5,3,3,rendered
1,5,3,4,easy
1,5,3,5,by
1,5,3,6,such
1,5,3,7,an
1,5,3,8,assurance
1,5,3,9,and
1,5,3,10,Mr
1,5,4,0,John
1,5,4,1,Dashwood
1,5,4,2,had
1,5,4,3,then
1,5,4,4,leisure
1,5,4,5,to
1,5,4,6,consider
1,5,4,7,how
1,5,4,8,much
1,5,4,9,there
1,5,4,10,might
1,5,4,11,prudently
1,5,4,12,be
1,5,4,13,in
1,5,4,14,his
1,5,4,15,power
1,5,4,16,to
1,5,4,17,do
1,5,4,18,for
1,5,4,19,them
1,6,0,0,He
1,6,0,1,was
1,6,0,2,not
1,6,0,3,an
1,6,0,4,ill
1,6,0,5,disposed
1,6,0,6,young
1,6,0,7,man
1,6,0,8,unless
1,6,0,9,to
1,6,0,10,be
1,6,0,11,rather
1,6,0,12,cold
1,6,0,13,hearted
1,6,0,14,and
1,6,0,15,rather
1,6,0,16,selfish
1,6,0,17,is
1,6,0,18,to
1,6,0,19,be
1,6,0,20,ill
1,6,0,21,disposed
1,6,1,0,but
1,6,1,1,he
1,6,1,2,was
1,6,1,3,in
1,6,1,4,general
1,6,1,5,well
1,6,1,6,respected
1,6,2,0,for
1,6,2,1,he
1,6,2,2,conducted
1,6,2,3,himself
1,6,2,4,with
1,6,2,5,propriety
1,6,2,6,in
1,6,2,7,the
1,6,2,8,discharge
1,6,2,9,of
1,6,2,10,his
1,6,2,11,ordinary
1,6,2,12,duties
1,6,3,0,Had
1,6,3,1,he
1,6,3,2,married
1,6,3,3,a
1,6,3,4,more
1,6,3,5,amiable
1,6,3,6,woman
1,6,3,7,he
1,6,3,8,might
1,6,3,9,have
1,6,3,10,been
1,6,3,11,made
1,6,3,12,still
1,6,3,13,more
1,6,3,14,respectable
1,6,3,15,than
1,6,3,16,he
1,6,3,17,was
1,6,4,0,
1,6,4,1,he
1,6,4,2,might
1,6,4,3,even
1,6,4,4,have
1,6,4,5,been
1,6,4,6,made
1,6,4,7,amiable
1,6,4,8,himself
1,6,5,0,for
1,6,5,1,he
1,6,5,2,was
1,6,5,3,very
1,6,5,4,young
1,6,5,5,when
1,6,5,6,he
1,6,5,7,married
1,6,5,8,and
1,6,5,9,very
1,6,5,10,fond
1,6,5,11,of
1,6,5,12,his
1,6,5,13,wife
1,6,6,0,But
1,6,6,1,Mrs
1,6,7,0,John
1,6,7,1,Dashwood
1,6,7,2,was
1,6,7,3,a
1,6,7,4,strong
1,6,7,5,caricature
1,6,7,6,of
1,6,7,7,himself
1,6,8,0,
1,6,8,1,more
1,6,8,2,narrow
1,6,8,3,minded
1,6,8,4,and
1,6,8,5,selfish
1,7,0,0,When
1,7,0,1,he
1,7,0,2,gave
1,7,0,3,his
1,7,0,4,promise
1,7,0,5,to
1,7,0,6,his
1,7,0,7,father
1,7,0,8,he
1,7,0,9,meditated
1,7,0,10,within
1,7,0,11,himself
1,7,0,12,to
1,7,0,13,increase
1,7,0,14,the
1,7,0,15,fortunes
1,7,0,16,of
1,7,0,17,his
1,7,0,18,sisters
1,7,0,19,by
1,7,0,20,the
1,7,0,21,present
1,7,0,22,of
1,7,0,23,a
1,7,0,24,thousand
1,7,0,25,pounds
1,7,0,26,a
1,7,0,27,piece
1,7,1,0,He
1,7,1,1,then
1,7,1,2,really
1,7,1,3,thought
1,7,1,4,himself
1,7,1,5,equal
1,7,1,6,to
1,7,1,7,it
1,7,2,0,The
1,7,2,1,prospect
1,7,2,2,of
1,7,2,3,four
1,7,2,4,thousand
1,7,2,5,a
1,7,2,6,year
1,7,2,7,in
1,7,2,8,addition
1,7,2,9,to
1,7,2,10,his
1,7,2,11,present
1,7,2,12,income
1,7,2,13,besides
1,7,2,14,the
1,7,2,15,remaining
1,7,2,16,half
1,7,2,17,of
1,7,2,18,his
1,7,2,19,own
1,7,2,20,mother
1,7,2,21,s
1,7,2,22,fortune
1,7,2,23,warmed
1,7,2,24,his
1,7,2,25,heart
1,7,2,26,and
1,7,2,27,made
1,7,2,28,him
1,7,2,29,feel
1,7,2,30,capable
1,7,2,31,of
1,7,2,32,generosity
1,7,3,0,
1,7,3,1,"""Yes"
1,7,3,2,he
1,7,3,3,would
1,7,3,4,give
1,7,3,5,them
1,7,3,6,three
1,7,3,7,thousand
1,7,3,8,pounds
1,7,4,0,it
1,7,4,1,would
1,7,4,2,be
1,7,4,3,liberal
1,7,4,4,and
1,7,4,5,handsome
1,7,5,0,It
1,7,5,1,would
1,7,5,2,be
1,7,5,3,enough
1,7,5,4,to
1,7,5,5,make
1,7,5,6,them
1,7,5,7,completely
1,7,5,8,easy
1,7,6,0,Three
1,7,6,1,thousand
1,7,6,2,pounds
1,7,7,0,he
1,7,7,1,could
1,7,7,2,spare
1,7,7,3,so
1,7,7,4,considerable
1,7,7,5,a
1,7,7,6,sum
1,7,7,7,with
1,7,7,8,little
1,7,7,9,inconvenience
1,7,8,0,""""
1,7,8,1,He
1,7,8,2,thought
1,7,8,3,of
1,7,8,4,it
1,7,8,5,all
1,7,8,6,day
1,7,8,7,long
1,7,8,8,and
1,7,8,9,for
1,7,8,10,many
1,7,8,11,days
1,7,8,12,successively
1,7,8,13,and
1,7,8,14,he
1,7,8,15,did
1,7,8,16,not
1,7,8,17,repent
1,8,0,0,No
1,8,0,1,sooner
1,8,0,2,was
1,8,0,3,his
1,8,0,4,father
1,8,0,5,s
1,8,0,6,funeral
1,8,0,7,over
1,8,0,8,than
1,8,0,9,Mrs
1,8,1,0,John
1,8,1,1,Dashwood
1,8,1,2,without
1,8,1,3,sending
1,8,1,4,any
1,8,1,5,notice
1,8,1,6,of
1,8,1,7,her
1,8,1,8,intention
1,8,1,9,to
1,8,1,10,her
1,8,1,11,mother
1,8,1,12,in
1,8,1,13,law
1,8,1,14,arrived
1,8,1,15,with
1,8,1,16,her
1,8,1,17,child
1,8,1,18,and
1,8,1,19,their
1,8,1,20,attendants
1,8,2,0,No
1,8,2,1,one
1,8,2,2,could
1,8,2,3,dispute
1,8,2,4,her
1,8,2,5,right
1,8,2,6,to
1,8,2,7,come
1,8,3,0,the
1,8,3,1,house
1,8,3,2,was
1,8,3,3,her
1,8,3,4,husband
1,8,3,5,s
1,8,3,6,from
1,8,3,7,the
1,8,3,8,moment
1,8,3,9,of
1,8,3,10,his
1,8,3,11,father
1,8,3,12,s
1,8,3,13,decease
1,8,4,0,but
1,8,4,1,the
1,8,4,2,indelicacy
1,8,4,3,of
1,8,4,4,her
1,8,4,5,conduct
1,8,4,6,was
1,8,4,7,so
1,8,4,8,much
1,8,4,9,the
1,8,4,10,greater
1,8,4,11,and
1,8,4,12,to
1,8,4,13,a
1,8,4,14,woman
1,8,4,15,in
1,8,4,16,Mrs
1,8,5,0,Dashwood
1,8,5,1,s
1,8,5,2,situation
1,8,5,3,with
1,8,5,4,only
1,8,5,5,common
1,8,5,6,feelings
1,8,5,7,must
1,8,5,8,have
1,8,5,9,been
1,8,5,10,highly
1,8,5,11,unpleasing
1,8,6,0,
1,8,6,1,but
1,8,6,2,in
1,8,6,3,HER
1,8,6,4,mind
1,8,6,5,there
1,8,6,6,was
1,8,6,7,a
1,8,6,8,sense
1,8,6,9,of
1,8,6,10,honor
1,8,6,11,so
1,8,6,12,keen
1,8,6,13,a
1,8,6,14,generosity
1,8,6,15,so
1,8,6,16,romantic
1,8,6,17,that
1,8,6,18,any
1,8,6,19,offence
1,8,6,20,of
1,8,6,21,the
1,8,6,22,kind
1,8,6,23,by
1,8,6,24,whomsoever
1,8,6,25,given
1,8,6,26,or
1,8,6,27,received
1,8,6,28,was
1,8,6,29,to
1,8,6,30,her
1,8,6,31,a
1,8,6,32,source
1,8,6,33,of
1,8,6,34,immovable
1,8,6,35,disgust
1,8,7,0,Mrs
1,8,8,0,John
1,8,8,1,Dashwood
1,8,8,2,had
1,8,8,3,never
1,8,8,4,been
1,8,8,5,a
1,8,8,6,favourite
1,8,8,7,with
1,8,8,8,any
1,8,8,9,of
1,8,8,10,her
1,8,8,11,husband
1,8,8,12,s
1,8,8,13,family
1,8,9,0,but
1,8,9,1,she
1,8,9,2,had
1,8,9,3,had
1,8,9,4,no
1,8,9,5,opportunity
1,8,9,6,till
1,8,9,7,the
1,8,9,8,present
1,8,9,9,of
1,8,9,10,shewing
1,8,9,11,them
1,8,9,12,with
1,8,9,13,how
1,8,9,14,little
1,8,9,15,attention
1,8,9,16,to
1,8,9,17,the
1,8,9,18,comfort
1,8,9,19,of
1,8,9,20,other
1,8,9,21,people
1,8,9,22,she
1,8,9,23,could
1,8,9,24,act
1,8,9,25,when
1,8,9,26,occasion
1,8,9,27,required
1,8,9,28,it
1,9,0,0,So
1,9,0,1,acutely
1,9,0,2,did
1,9,0,3,Mrs
1,9,1,0,Dashwood
1,9,1,1,feel
1,9,1,2,this
1,9,1,3,ungracious
1,9,1,4,behaviour
1,9,1,5,and
1,9,1,6,so
1,9,1,7,earnestly
1,9,1,8,did
1,9,1,9,she
1,9,1,10,despise
1,9,1,11,her
1,9,1,12,daughter
1,9,1,13,in
1,9,1,14,law
1,9,1,15,for
1,9,1,16,it
1,9,1,17,that
1,9,1,18,on
1,9,1,19,the
1,9,1,20,arrival
1,9,1,21,of
1,9,1,22,the
1,9,1,23,latter
1,9,1,24,she
1,9,1,25,would
1,9,1,26,have
1,9,1,27,quitted
1,9,1,28,the
1,9,1,29,house
1,9,1,30,for
1,9,1,31,ever
1,9,1,32,had
1,9,1,33,not
1,9,1,34,the
1,9,1,35,entreaty
1,9,1,36,of
1,9,1,37,her
1,9,1,38,eldest
1,9,1,39,girl
1,9,1,40,induced
1,9,1,41,her
1,9,1,42,first
1,9,1,43,to
1,9,1,44,reflect
1,9,1,45,on
1,9,1,46,the
1,9,1,47,propriety
1,9,1,48,of
1,9,1,49,going
1,9,1,50,and
1,9,1,51,her
1,9,1,52,own
1,9,1,53,tender
1,9,1,54,love
1,9,1,55,for
1,9,1,56,all
1,9,1,57,her
1,9,1,58,three
1,9,1,59,children
1,9,1,60,determined
1,9,1,61,her
1,9,1,62,afterwards
1,9,1,63,to
1,9,1,64,stay
1,9,1,65,and
1,9,1,66,for
1,9,1,67,their
1,9,1,68,sakes
1,9,1,69,avoid
1,9,1,70,a
1,9,1,71,breach
1,9,1,72,with
1,9,1,73,their
1,9,1,74,brother
1,10,0,0,Elinor
1,10,0,1,this
1,10,0,2,eldest
1,10,0,3,daughter
1,10,0,4,whose
1,10,0,5,advice
1,10,0,6,was
1,10,0,7,so
1,10,0,8,effectual
1,10,0,9,possessed
1,10,0,10,a
1,10,0,11,strength
1,10,0,12,of
1,10,0,13,understanding
1,10,0,14,and
1,10,0,15,coolness
1,10,0,16,of
1,10,0,17,judgment
1,10,0,18,which
1,10,0,19,qualified
1,10,0,20,her
1,10,0,21,though
1,10,0,22,only
1,10,0,23,nineteen
1,10,0,24,to
1,10,0,25,be
1,10,0,26,the
1,10,0,27,counsellor
1,10,0,28,of
1,10,0,29,her
1,10,0,30,mother
1,10,0,31,and
1,10,0,32,enabled
1,10,0,33,her
1,10,0,34,frequently
1,10,0,35,to
1,10,0,36,counteract
1,10,0,37,to
1,10,0,38,the
1,10,0,39,advantage
1,10,0,40,of
1,10,0,41,them
1,10,0,42,all
1,10,0,43,that
1,10,0,44,eagerness
1,10,0,45,of
1,10,0,46,mind
1,10,0,47,in
1,10,0,48,Mrs
1,10,1,0,Dashwood
1,10,1,1,which
1,10,1,2,must
1,10,1,3,generally
1,10,1,4,have
1,10,1,5,led
1,10,1,6,to
1,10,1,7,imprudence
1,10,2,0,She
1,10,2,1,had
1,10,2,2,an
1,10,2,3,excellent
